canonical_id,canonical_name,clean,qualifies,wiki_status,subst_dedup,subst_appearances_raw,n_appearances,n_dedup_clusters,appearances_collapsed,same_day_multi_program,span_days_dedup,n_dates_dedup,first_date,last_date,total_guest_words,n_programs,npr_share,n_variants,variants,merge_rules,merge_evidence,staff_evidence,staff_marker,summary_staff,summary_evidence,closest_wikipedia_title,wiki_similarity,n_affiliations,affiliations,initial_label,label_artifact,ambiguous_identity,particle_surname,generic_name_flag,over_top500_head,top_raw_label,note,transcripts
C00662,Derek Thompson,True,True,has-page,3,3,4,4,0,0,998,3,2016-04-10,2019-01-03,2408,3,0.75,1,Derek Thompson,,,no,,no,,,,1,STAFF WRITER THE ATLANTIC,False,False,False,False,False,False,DEREK THOMPSON,"clean: no staff evidence, full name, no duplicate inflation",NPR-1122|2016-04-10|Weekend Edition Sunday|cl3|S;NPR-12762|2017-04-16|Weekend Edition Sunday|cl4|S;CNN-354972|2018-11-17|SMERCONISH|cl1|-;NPR-1032|2019-01-03|Morning Edition|cl2|S
C01168,Jim Darling,True,True,has-page,3,3,11,9,2,5,1655,3,2014-07-02,2019-01-12,2399,6,0.3636,1,Jim Darling,,,no,,no,,,,5,MAYOR MCALLEN TEXAS / MCALLEN TEXAS / NORTH CAROLINA RESIDENT / MCALLEN TEXAS MAYOR,False,False,False,False,False,False,JIM DARLING,2 re-airings collapsed,NPR-26889|2014-07-02|All Things Considered|cl8|S;NPR-12789|2017-03-12|Weekend Edition Sunday|cl7|-;CNN-349791|2018-09-11|CNN NEWSROOM|cl1|-;NPR-7356|2019-01-06|Weekend Edition Sunday|cl9|S;CNN-358982|2019-01-09|AT THIS HOUR|cl2|-;CNN-358983|2019-01-09|AT THIS HOUR|cl3|-;CNN-359080|2019-01-10|CNN NEWSROOM|cl4|-;CNN-359117|2019-01-10|CONNECT THE WORLD|cl4|-;CNN-359140|2019-01-10|NEW DAY|cl4|-;CNN-359267|2019-01-12|CNN NEWSROOM|cl5|-;NPR-1180|2019-01-12|All Things Considered|cl6|S
C00868,Hannah Dreier,True,True,has-page,3,3,5,5,0,0,599,3,2016-08-14,2018-04-05,2395,3,0.8,1,Hannah Dreier,,,no,,no,"NPR's Kelly McEvers speaks with Associated Press correspondent Hannah Dreier about how shortages of medicine, medical supplies and services are causing avoidable deaths in Venezuela.",,,1,THE WASHINGTON POST,False,False,False,False,False,False,HANNAH DREIER,"clean: no staff evidence, full name, no duplicate inflation",NPR-21159|2016-08-14|All Things Considered|cl4|S;NPR-20599|2016-10-06|All Things Considered|cl3|S;NPR-20394|2016-10-30|All Things Considered|cl2|-;NPR-45932|2018-04-05|Morning Edition|cl5|S;CNN-393117|2020-02-18|THE LEAD WITH JAKE TAPPER|cl1|-
C01436,Kim Parker,True,True,has-page,3,3,4,4,0,0,1474,3,2012-05-15,2016-05-28,2384,4,0.75,1,Kim Parker,,,no,,no,,,,1,NEIGHBOR,False,False,False,False,False,False,KIM PARKER,"clean: no staff evidence, full name, no duplicate inflation",CNN-147584|2010-02-01|CNN NEWSROOM|cl1|-;NPR-27986|2012-05-15|Morning Edition|cl3|S;NPR-8571|2013-05-29|Talk of the Nation|cl4|S;NPR-21895|2016-05-28|All Things Considered|cl2|S
C02268,Steve Erlanger,True,True,has-page-fuzzy,3,3,4,4,0,0,3128,3,2006-02-20,2014-09-14,2365,4,0.75,1,Steve Erlanger,,,no,,no,,Steven Erlanger,0.966,2,JERUSALEM BUREAU CHIEF THE NEW YORK TIMES / NEW YORK TIMES,False,False,False,False,False,False,STEVE ERLANGER,"clean: no staff evidence, full name, no duplicate inflation",CNN-16826|2000-09-29|Early Edition|cl1|-;NPR-14525|2006-02-20|Day to Day|cl3|S;NPR-1338|2011-09-15|Talk of the Nation|cl2|S;NPR-3975|2014-09-14|Weekend Edition Sunday|cl4|S
C01784,Mona Hanna-Attisha,True,True,has-page,3,3,26,22,4,13,700,3,2015-10-18,2017-09-17,2363,12,0.1154,2,Mona Hanna Attisha;Mona Hanna-Attisha,punctuation_variant,identical letters+digits ignoring punctuation,no,,no,,,,11,HURLEY CHILDREN S HOSPITAL / PEDIATRICIAN / HURLEY PEDIATRICS PROGRAM DIRECTOR / PEDIATRICIAN FLINT MICHIGAN,False,False,False,False,False,False,MONA HANNA-ATTISHA,"merged 2 label variants (punctuation_variant); 4 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",NPR-23843|2015-10-18|All Things Considered|cl22|S;NPR-23309|2015-12-19|All Things Considered|cl21|S;CNN-273381|2016-01-09|CNN NEWSROOM|cl1|-;CNN-273414|2016-01-09|NEW DAY SATURDAY|cl1|-;CNN-273707|2016-01-13|AT THIS HOUR WITH BERMAN AND MICHAELA|cl2|-;CNN-273723|2016-01-13|CNN NEWSROOM|cl3|-;CNN-273789|2016-01-13|THE LEAD WITH JAKE TAPPER|cl4|-;CNN-273888|2016-01-14|STUDENT NEWS|cl5|-;CNN-274063|2016-01-16|NEW DAY SATURDAY|cl6|-;CNN-274099|2016-01-17|CNN NEWSROOM|cl7|-;CNN-274298|2016-01-19|LEGAL VIEW WITH ASHLEIGH BANFIELD|cl8|-;CNN-274306|2016-01-19|NEW DAY|cl9|-;CNN-274445|2016-01-21|ANDERSON COOPER 360 DEGREES|cl10|-;CNN-274519|2016-01-21|NEW DAY|cl11|-;CNN-274572|2016-01-22|CNN NEWSROOM|cl10|-;CNN-274581|2016-01-22|CNN NEWSROOM|cl10|-;CNN-274591|2016-01-22|CNN NEWSROOM|cl12|-;CNN-274647|2016-01-22|WORLD RIGHT NOW WITH HALA GORANI|cl10|-;CNN-274697|2016-01-24|CNN NEWSROOM|cl13|-;CNN-275819|2016-02-06|CNN NEWSROOM|cl14|-;CNN-275829|2016-02-06|CNN NEWSROOM|cl15|-;CNN-277922|2016-03-01|NEW DAY|cl16|-;CNN-278283|2016-03-06|CNN LIVE EVENT/SPECIAL|cl17|-;CNN-279307|2016-03-18|NEW DAY|cl18|-;NPR-15683|2017-09-17|All Things Considered|cl20|S;CNN-343421|2018-06-22|CNN'S AMANPOUR|cl19|-
C02006,Robert Harris,True,True,has-page,3,3,10,9,1,0,3852,3,2006-11-22,2017-06-09,2356,7,0.4,2,R. Harris;Robert Harris,initial_vs_full,co-labelled in 1/1 of the initial label's transcripts (cov 1.00): CNN-99904,no,,no,,,,9,AUTHOR IMPERIUM / AUTHOR IMPERIUM A NOVEL OF ANCIENT ROME / PUBLIC GUARDIAN ATTORNEY / LINDSAY S FATHER,False,False,False,False,True,False,"Mr. ROBERT HARRIS (Author, “Imperium”)","CHECK common first+last name, collision risk; merged 2 label variants (initial_vs_full); 1 re-airings collapsed",CNN-60867|2002-09-23|CNN TALKBACK LIVE|cl5|-;CNN-99904|2005-11-23|ANDERSON COOPER 360 DEGREES|cl6|-;NPR-37430|2006-11-22|Morning Edition|cl9|S;NPR-37397|2006-11-24|Morning Edition|cl9|-;CNN-120307|2007-10-01|CNN NEWSROOM|cl1|-;CNN-124010|2008-02-25|AMERICAN MORNING|cl2|-;CNN-220639|2013-12-11|NANCY GRACE|cl3|-;NPR-19257|2016-06-22|Morning Edition|cl8|S;NPR-14829|2017-06-09|Morning Edition|cl7|S;CNN-411756|2020-09-24|CNN'S AMANPOUR|cl4|-
C01449,Kwame Alexander,True,True,has-page,3,3,4,4,0,0,389,3,2017-07-27,2018-08-20,2344,1,1.0,1,Kwame Alexander,,,no,,no,,,,0,,False,False,False,False,False,False,KWAME ALEXANDER,"clean: no staff evidence, full name, no duplicate inflation",NPR-14225|2017-07-27|Morning Edition|cl1|S;NPR-47683|2017-12-15|Morning Edition|cl4|S;NPR-45545|2018-05-01|Morning Edition|cl3|-;NPR-3706|2018-08-20|Morning Edition|cl2|S
C00817,George Grayson,True,True,has-page,3,3,28,23,5,6,1566,3,2006-07-03,2010-10-16,2315,11,0.1429,1,George Grayson,,,no,,no,,,,7,COLLEGE OF WILLIAM AND MARY / COLLEGE OF WILLIAM & MARY / MEXICO SCHOLAR / PROF WILLIAM & MARY COLLEGE,False,False,False,False,False,False,Professor GEORGE GRAYSON (College of William and Mary),"5 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-25870|2001-02-17|Saturday|cl18|-;CNN-94101|2005-04-28|LOU DOBBS TONIGHT|cl19|-;NPR-13867|2006-04-10|Day to Day|cl20|-;NPR-48809|2006-07-03|Day to Day|cl22|S;CNN-107983|2006-07-06|LOU DOBBS TONIGHT|cl1|-;CNN-109361|2006-08-15|LOU DOBBS TONIGHT|cl2|-;CNN-112622|2006-12-05|LOU DOBBS TONIGHT|cl3|-;CNN-119806|2007-09-11|LOU DOBBS TONIGHT|cl4|-;CNN-120419|2007-10-05|LOU DOBBS TONIGHT|cl5|-;CNN-121690|2007-11-27|LOU DOBBS TONIGHT|cl6|-;CNN-121922|2007-12-06|LOU DOBBS TONIGHT|cl7|-;CNN-122008|2007-12-10|LOU DOBBS TONIGHT|cl8|-;CNN-125351|2008-04-07|LOU DOBBS TONIGHT|cl9|-;CNN-125628|2008-04-15|LOU DOBBS TONIGHT|cl10|-;CNN-126405|2008-05-09|LOU DOBBS TONIGHT|cl11|-;CNN-127031|2008-05-28|LOU DOBBS TONIGHT|cl12|-;CNN-128192|2008-07-01|LOU DOBBS TONIGHT|cl13|-;CNN-129287|2008-08-01|LOU DOBBS TONIGHT|cl14|-;CNN-146652|2010-01-04|CNN TONIGHT|cl15|-;NPR-45202|2010-04-06|Talk of the Nation|cl21|S;NPR-49495|2010-10-16|Weekend Edition Saturday|cl23|S;CNN-207663|2013-05-29|CNN NEWSROOM|cl16|-;CNN-207671|2013-05-29|CNN NEWSROOM|cl16|-;CNN-207676|2013-05-29|CNN NEWSROOM|cl16|-;CNN-207704|2013-05-29|EARLY START WITH JOHN BERMAN AND ZORAIDA SAMBOLIN|cl16|-;CNN-207724|2013-05-29|STARTING POINT WITH SOLEDAD O'BRIEN|cl16|-;CNN-207735|2013-05-29|THE SITUATION ROOM|cl16|-;CNN-210675|2013-07-17|NEWS STREAM|cl17|-
C01843,Noam Scheiber,True,True,has-page,3,3,8,7,1,0,1813,3,2012-09-16,2017-09-03,2304,6,0.375,1,Noam Scheiber,,,no,,review,"Christy Faymonville tells NPR's Lulu Garcia-Navarro about the many jobs she works to supplement her income as a teacher, and New York Times reporter Noam Scheiber puts her story in a national context.",,,2,THE NEW REPUBLIC / SENIOR EDITOR THE NEW REPUBLIC,False,False,False,False,False,False,NOAM SCHEIBER,CHECK summaries use a role word (outside journalist or recurring pundit?); 1 re-airings collapsed,CNN-57533|2002-07-15|CNN INSIDE POLITICS|cl3|-;CNN-81144|2004-01-12|INSIGHT|cl4|-;NPR-30845|2012-09-16|All Things Considered|cl7|S;CNN-218587|2013-11-11|THE SITUATION ROOM|cl1|-;CNN-218604|2013-11-12|CNN NEWSROOM|cl1|-;CNN-219818|2013-11-29|THE SITUATION ROOM|cl2|-;NPR-25848|2014-11-10|All Things Considered|cl6|S;NPR-10541|2017-09-03|Weekend Edition Sunday|cl5|S
C00114,Alice Rivlin,True,True,has-page,3,3,31,27,4,8,671,3,2009-02-01,2010-12-04,2273,18,0.2581,1,Alice Rivlin,,,no,,no,,,,14,BROOKINGS INSTITUTION / ECONOMIST CO CHAIR BIPARTISAN POLICY CENTER DEBT REDUCTION TASK FORCE / FORMER CLINTON BUDGET DIRECTOR / ECONOMIST,False,False,False,False,False,False,Dr. ALICE RIVLIN (Brookings Institution),"4 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-8104|2000-05-15|Moneyline News Hour|cl17|-;CNN-8212|2000-05-16|Early Edition|cl18|-;CNN-22054|2000-12-20|Inside Politics|cl9|-;CNN-22142|2000-12-21|Wolf Blitzer Reports|cl10|-;CNN-22144|2000-12-21|Inside Politics|cl11|-;CNN-24354|2001-01-25|Inside Politics|cl12|-;CNN-24997|2001-02-03|Saturday Morning News|cl13|-;CNN-27392|2001-03-20|Inside Politics|cl14|-;CNN-27412|2001-03-20|CNN Insight|cl15|-;CNN-27536|2001-03-25|CNN Late Edition|cl16|-;CNN-28733|2001-04-18|CNN NEWSROOM|cl15|-;CNN-85853|2004-06-30|CNN NEWSNIGHT AARON BROWN|cl19|-;CNN-85932|2004-07-03|CNN LIVE SATURDAY|cl19|-;NPR-42869|2006-02-11|All Things Considered|cl26|-;CNN-113129|2006-12-22|LOU DOBBS TONIGHT|cl1|-;CNN-133893|2009-01-07|AMERICAN MORNING|cl2|-;CNN-133894|2009-01-07|AMERICAN MORNING|cl3|-;NPR-37656|2009-02-01|All Things Considered|cl25|S;NPR-35546|2010-05-02|All Things Considered|cl24|S;NPR-35120|2010-07-14|All Things Considered|cl23|-;NPR-34380|2010-11-17|All Things Considered|cl22|-;NPR-30526|2010-11-18|Morning Edition|cl21|-;NPR-49342|2010-12-04|Weekend Edition Saturday|cl27|S;NPR-29726|2011-04-06|Morning Edition|cl20|-;CNN-169650|2011-07-27|CNN NEWSROOM|cl4|-;CNN-169673|2011-07-27|CONNECT THE WORLD|cl4|-;CNN-172566|2011-09-18|CNN NEWSROOM|cl5|-;CNN-172579|2011-09-18|STATE OF THE UNION WITH CANDY CROWLEY|cl6|-;CNN-172615|2011-09-19|CNN NEWSROOM|cl5|-;CNN-174773|2011-10-27|AMERICAN MORNING|cl7|-;CNN-197164|2012-12-08|CNN SATURDAY MORNING NEWS|cl8|-
C00589,David Field,True,True,has-page,3,3,19,19,0,0,821,3,2006-01-03,2008-04-03,2267,10,0.5263,1,David Field,,,no,,no,,,,12,EDITOR AIRLINE BUSINESS MAGAZINE / US EDITOR AIRLINE BUSINESS / U S EDITOR AIRLINE BUSINESS MAGAZINE / AIRLINE BUSINESS MAGAZINE,False,False,False,False,False,False,"Mr. DAVID FIELD (Editor, Airline Business Magazine)","clean: no staff evidence, full name, no duplicate inflation",CNN-2439|2000-02-10|CNN International Special Event|cl1|-;CNN-25421|2001-02-10|Saturday|cl2|-;CNN-26850|2001-03-03|Saturday|cl3|-;CNN-36887|2001-08-11|CNN SATURDAY|cl4|-;CNN-40170|2001-09-22|CNN LIVE EVENT/SPECIAL|cl5|-;CNN-43625|2001-11-12|LOU DOBBS MONEYLINE|cl6|-;CNN-46612|2002-01-02|MORNINGS WITH PAULA ZAHN|cl7|-;CNN-48259|2002-01-29|Q&A; WITH JIM CLANCY|cl8|-;CNN-71632|2003-05-31|CNN SATURDAY MORNING NEWS|cl9|-;NPR-6894|2005-08-23|All Things Considered|cl19|-;NPR-39728|2006-01-03|Morning Edition|cl16|-;NPR-39750|2006-01-03|Morning Edition|cl17|S;NPR-38249|2006-07-26|Morning Edition|cl15|-;NPR-38103|2006-08-11|Morning Edition|cl14|S;NPR-37307|2006-12-13|Morning Edition|cl13|-;NPR-35338|2008-03-27|Morning Edition|cl12|-;NPR-40465|2008-04-03|All Things Considered|cl18|S;NPR-34943|2008-06-05|Morning Edition|cl11|-;NPR-32378|2009-10-29|Morning Edition|cl10|-
C00893,Hooman Majd,True,True,has-page,3,3,11,10,1,0,1995,3,2009-06-09,2014-11-25,2253,6,0.2727,1,Hooman Majd,,,no,,no,,,,7,AUTHOR THE AYATOLLAH S DEMOCRACY / AUTHOR THE AYATOLLAH BEGS TO DIFFER / IRANIAN AMERICAN AUTHOR & JOURNALIST / IRANIAN AMERICAN WRITER,False,False,False,False,False,False,"Mr. HOOMAN MAJD (Author, ""The Ayatollah's Democracy"")","1 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",NPR-32748|2009-06-09|Morning Edition|cl10|S;CNN-139418|2009-06-14|CNN NEWSROOM|cl1|-;CNN-139814|2009-06-27|CNN NEWSROOM|cl2|-;CNN-139849|2009-06-28|CNN SUNDAY MORNING|cl3|-;CNN-152030|2010-06-13|FAREED ZAKARIA GPS|cl4|-;NPR-30955|2010-09-17|Morning Edition|cl9|S;CNN-182158|2012-03-05|ERIN BURNETT OUTFRONT|cl5|-;CNN-184235|2012-04-11|NEWS STREAM|cl6|-;CNN-184287|2012-04-12|NEWS STREAM|cl6|-;CNN-193371|2012-09-27|ERIN BURNETT OUTFRONT|cl7|-;NPR-23088|2014-11-25|Morning Edition|cl8|S
C00201,Anna Deavere Smith,True,True,has-page,3,3,7,7,0,0,4402,3,2006-02-13,2018-03-04,2249,7,0.4286,1,Anna Deavere Smith,,,no,,no,,,,5,ACTOR PLAYWRIGHT AUTHOR TEACHER / ACTRESS PLAYWRIGHT LET ME DOWN EASY / ACTRESS PLAYWRIGHT & ARTIST IN RESIDENCE CENTER FOR AMERICAN PROGRESS / ACTRESS,False,False,False,False,True,False,ANNA DEAVERE SMITH,"CHECK common first+last name, collision risk",NPR-45695|2006-02-13|News & Notes|cl5|S;CNN-144007|2009-10-15|JOY BEHAR SHOW|cl1|-;NPR-9756|2013-01-21|Talk of the Nation|cl7|S;CNN-200703|2013-02-06|CNN NEWSROOM|cl2|-;CNN-200821|2013-02-07|STARTING POINT WITH SOLEDAD O'BRIEN|cl3|-;CNN-333342|2018-02-21|CNN'S AMANPOUR|cl4|-;NPR-48681|2018-03-04|All Things Considered|cl6|S
C01899,Phillip Carter,True,True,has-page,3,3,9,9,0,0,4376,3,2005-10-04,2017-09-27,2211,6,0.4444,1,Phillip Carter,,,no,,no,,,,6,ARMY RESERVE / U S ARMY / FORMER MP CAPTAIN FORT HOOD / FORMER DEPUTY ASSISTANT SECRETARY OF DEFENSE FOR DETAINEE POLICY,False,False,False,False,False,False,Captain PHILLIP CARTER (Army Reserve),"clean: no staff evidence, full name, no duplicate inflation",NPR-6869|2005-10-04|Day to Day|cl9|S;NPR-49006|2006-06-14|Day to Day|cl8|S;NPR-30078|2013-01-15|All Things Considered|cl7|-;CNN-227817|2014-04-03|THE SITUATION ROOM|cl1|-;CNN-227878|2014-04-04|NEW DAY|cl2|-;NPR-15321|2017-09-27|All Things Considered|cl6|S;CNN-388906|2019-12-27|CUOMO PRIME TIME|cl3|-;CNN-389858|2020-01-09|CNN NEWSROOM|cl4|-;CNN-390581|2020-01-17|CNN NEWSROOM|cl5|-
C00720,Ed Stone,True,True,has-page,3,3,8,6,2,2,1871,3,2012-06-22,2017-08-06,2183,8,0.375,1,Ed Stone,,,no,,no,,,,4,DIRECTOR NASA JET PROPULSION / DIRECTOR NASA JET PROPULSION LABORATORY / PROJECT SCIENTIST SINCE 1977 / PROJECT SCIENTIST NASA VOYAGER,False,False,False,False,False,False,ED STONE,2 re-airings collapsed,CNN-5465|2000-03-29|CNN International World News|cl3|-;CNN-5468|2000-03-29|Newsroom/World View|cl3|-;CNN-5630|2000-04-01|Science and Technology Week|cl3|-;NPR-10719|2012-06-22|Talk of the Nation|cl5|S;NPR-30338|2012-12-04|All Things Considered|cl6|S;CNN-214446|2013-09-12|CNN NEWSROOM|cl1|-;CNN-214559|2013-09-13|NEWS STREAM|cl2|-;NPR-10710|2017-08-06|Weekend Edition Sunday|cl4|S
C02389,Tim Arango,True,True,has-page,3,3,4,4,0,0,1595,3,2011-05-30,2015-10-11,2164,4,0.75,1,Tim Arango,,,no,,no,,,,2,BAGHDAD BUREAU CHIEF NEW YORK TIMES / NEW YORK TIMES,False,False,False,False,False,False,"Mr. TIM ARANGO (Baghdad Bureau Chief, New York Times)","clean: no staff evidence, full name, no duplicate inflation",NPR-1865|2011-05-30|Talk of the Nation|cl3|S;CNN-187750|2012-06-13|NEWS STREAM|cl1|-;NPR-6860|2015-05-18|All Things Considered|cl4|S;NPR-1695|2015-10-11|Weekend Edition Sunday|cl2|S
C00374,Brian Switek,True,True,has-page,3,3,5,4,1,0,389,3,2013-04-26,2014-05-20,2146,3,1.0,1,Brian Switek,,,no,,no,,,,1,AUTHOR AUTHOR,False,False,False,False,False,False,BRIAN SWITEK,1 re-airings collapsed,NPR-8884|2013-04-26|Talk of the Nation|cl4|S;NPR-8481|2013-05-31|Talk of the Nation|cl4|-;NPR-28221|2013-11-30|All Things Considered|cl3|S;NPR-27253|2014-05-20|All Things Considered|cl2|S;NPR-22201|2015-04-08|Morning Edition|cl1|-
C01743,Michael Zimmer,True,True,has-page,3,3,3,3,0,0,2777,3,2010-05-21,2017-12-27,2123,2,1.0,1,Michael Zimmer,,,no,,no,,,,1,ASSISTANT PROFESSOR SCHOOL OF INFORMATION STUDIES ASSOCIATE CENTER FOR INFORMATION POLICY RESEARCH UNIVERSITY OF WISCONSIN MILWAUKEE,False,False,False,False,False,False,"Mr. MICHAEL ZIMMER (Assistant Professor, School of Information Studies Associate, Center for Information Policy Research University of Wisconsin-Milwaukee)","clean: no staff evidence, full name, no duplicate inflation",NPR-44807|2010-05-21|Talk of the Nation|cl3|S;NPR-16856|2017-07-30|All Things Considered|cl2|S;NPR-14018|2017-12-27|All Things Considered|cl1|S
C01334,Julia Angwin,True,True,has-page,3,3,8,8,0,0,2755,3,2009-04-04,2016-10-19,2105,5,0.375,1,Julia Angwin,,,no,,no,An investigation by ProPublica reports that says some police use flashbang grenades routinely with little training. NPR's Arun Rath speaks with reporter Julia Angwin about how and why this is happening.,,,6,TECHNOLOGY EDITOR THE WALL STREET JOURNAL AUTHOR STEALING MYSPACE THE BATTLE TO CONTROL THE MOST POPULAR WEB SITE IN AMERICA / EDITOR IN CHIEF THE MARKUP / WSJ COM TECHNOLOGY EDITOR / SENIOR TECH EDITOR WSJ COM,False,False,False,False,False,False,JULIA ANGWIN,"clean: no staff evidence, full name, no duplicate inflation",NPR-37210|2009-04-04|All Things Considered|cl8|S;CNN-153810|2010-08-01|CNN NEWSROOM|cl1|-;CNN-165198|2011-04-22|QUEST MEANS BUSINESS|cl2|-;CNN-197472|2012-12-13|CNN NEWSROOM|cl3|-;NPR-25306|2015-01-18|All Things Considered|cl7|S;CNN-272138|2015-12-24|NEWS STREAM|cl4|-;NPR-20491|2016-10-19|All Things Considered|cl6|S;CNN-377221|2019-08-11|CNN RELIABLE SOURCES|cl5|-
C01971,Richard Cizik,True,True,has-page,3,3,14,12,2,2,494,3,2006-10-04,2008-02-10,2085,11,0.2143,1,Richard Cizik,,,no,,no,,,,9,VICE PRESIDENT GOVERNMENTAL AFFAIRS NATIONAL ASSOCIATION OF EVANGELICALS / NATIONAL ASSOCIATION OF EVANGELICALS / POLICY DIRECTOR NATIONAL ASSOCIATION OF EVANGELICALS / NATL ASSN OF EVANGELICALS,False,False,False,False,False,False,"Mr. RICHARD CIZIK (Vice President, Governmental Affairs, National Association of Evangelicals)","2 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-67470|2003-03-02|CNN SUNDAY MORNING|cl9|-;NPR-47326|2006-10-04|Day to Day|cl12|S;CNN-111608|2006-10-30|CNN NEWSROOM|cl1|-;CNN-112872|2006-12-14|ANDERSON COOPER 360 DEGREES|cl2|-;CNN-113055|2006-12-20|ANDERSON COOPER 360 DEGREES|cl2|-;CNN-113906|2007-01-20|CNN SATURDAY MORNING NEWS|cl3|-;CNN-114177|2007-01-31|AMERICAN MORNING|cl4|-;CNN-115277|2007-03-14|THE SITUATION ROOM|cl5|-;CNN-115295|2007-03-15|CNN NEWSROOM|cl5|-;NPR-41286|2007-03-25|All Things Considered|cl11|S;NPR-17000|2008-02-10|Weekend Edition Sunday|cl10|S;CNN-125774|2008-04-20|CNN LIVE EVENT/SPECIAL|cl6|-;CNN-155332|2010-09-07|CNN NEWSROOM|cl7|-;CNN-155349|2010-09-07|RICK'S LIST|cl8|-
C02157,Seamus Hughes,True,True,has-page,3,3,15,14,1,3,548,3,2018-01-17,2019-07-19,2062,8,0.3333,1,Seamus Hughes,,,no,,no,,,,8,PROGRAM ON EXTREMISM AT GEORGE WASHINGTON UNIVERSITY / CO AUTHOR OF STUDY ON ISIS IN AMERICA / COUNTERTERRORISM EXPERT GEORGE WASHINGTON UNIVERSITY / GEORGE WASHINGTON CENTER FOR CYBER & HOMELAND SECURITY,False,False,False,False,False,False,SEAMUS HUGHES,"1 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",NPR-23486|2015-12-01|All Things Considered|cl12|-;CNN-270600|2015-12-05|CNN NEWSROOM|cl1|-;CNN-271909|2015-12-22|CNN NEWSROOM|cl2|-;NPR-20176|2016-02-03|Morning Edition|cl11|-;CNN-279241|2016-03-17|THE SITUATION ROOM|cl3|-;CNN-279295|2016-03-18|IDESK|cl4|-;CNN-279356|2016-03-19|CNN NEWSROOM|cl4|-;CNN-292733|2016-08-30|CNN NEWSROOM|cl5|-;CNN-292767|2016-08-30|IDESK|cl6|-;CNN-292774|2016-08-30|LEGAL VIEW WITH ASHLEIGH BANFIELD|cl7|-;CNN-325078|2017-11-02|AT THIS HOUR|cl8|-;NPR-13599|2018-01-17|All Things Considered|cl10|S;CNN-362594|2019-02-21|CNN NEWSROOM|cl9|-;NPR-7873|2019-05-05|Weekend Edition Sunday|cl13|S;NPR-9826|2019-07-19|All Things Considered|cl14|S
C00838,Glenn Ivey,True,True,has-page,3,3,14,14,0,4,934,3,2014-11-26,2017-06-17,2059,9,0.3571,1,Glenn Ivey,,,no,,no,,,,10,PRINCE GEORGE S COUNTY / DEMOCRATIC ATTORNEY / FORMER CHAIRMAN MARYLAND PUBLIC SERVICE COMMISSION / FORMER FEDERAL PROSECUTOR,False,False,False,False,False,False,GLENN IVEY,"clean: no staff evidence, full name, no duplicate inflation",CNN-19830|2000-11-14|Burden of Proof|cl7|-;CNN-29514|2001-05-02|CNN BURDEN OF PROOF|cl8|-;CNN-30506|2001-05-16|CNN BURDEN OF PROOF|cl9|-;CNN-106329|2006-05-24|CNN LIVE TODAY|cl1|-;CNN-121446|2007-11-17|CNN NEWSROOM|cl2|-;CNN-121451|2007-11-17|CNN SATURDAY MORNING NEWS|cl3|-;CNN-128177|2008-07-01|CNN NEWSROOM|cl4|-;CNN-128199|2008-07-01|THE SITUATION ROOM|cl5|-;NPR-39592|2008-07-03|All Things Considered|cl14|-;NPR-31381|2010-06-29|Morning Edition|cl13|-;CNN-153678|2010-07-28|ISSUES WITH JANE VELEZ-MITCHELL|cl6|-;NPR-23087|2014-11-26|Morning Edition|cl12|S;NPR-21768|2016-06-11|All Things Considered|cl11|S;NPR-17838|2017-06-17|All Things Considered|cl10|S
C00560,Dan Wetzel,True,True,has-page,3,3,5,5,0,0,3066,3,2010-11-22,2019-04-15,2040,4,0.6,1,Dan Wetzel,,,no,,no,"NPR's Ailsa Chang speaks with Yahoo sports columnist Dan Wetzel about Tiger Woods' comeback as a person and player, following his fifth Masters win on Sunday.",,,5,CO AUTHOR DEATH TO THE BCS THE DEFINITIVE CASE AGAINST THE BOWL CHAMPIONSHIP SERIES / YAHOO SPORTS COLUMNIST / VIA TELEPHONE / VIA PHONE,False,False,False,False,False,False,"Mr. DAN WETZEL (Co-author, ""Death To The BCS: The Definitive Case Against the Bowl Championship Series"")","clean: no staff evidence, full name, no duplicate inflation",CNN-150859|2010-05-11|NANCY GRACE|cl1|-;NPR-3534|2010-11-22|Talk of the Nation|cl5|S;CNN-175769|2011-11-12|CNN NEWSROOM|cl2|-;NPR-19684|2017-01-09|All Things Considered|cl4|S;NPR-10947|2019-04-15|All Things Considered|cl3|S
