canonical_id,canonical_name,wiki_status,subst_dedup,n_appearances,appearances_collapsed,span_days_dedup,n_dates_dedup,first_date,last_date,npr_share,n_programs,total_guest_words,n_variants,merge_rules,merge_evidence,top_raw_label,n_affiliations,affiliations,summary_staff,note,transcripts
C02437,Tony Romm,long-tail,4,5,0,270,3,2018-09-07,2019-06-04,1.0,1,2224,1,,,TONY ROMM,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-14226|2017-07-27|Morning Edition|cl2|-;NPR-3201|2018-09-07|Morning Edition|cl4|S;NPR-3223|2018-09-07|Morning Edition|cl5|S;NPR-2456|2018-10-02|Morning Edition|cl3|S;NPR-10301|2019-06-04|Morning Edition|cl1|S
C00440,Carroll Doherty,long-tail,3,13,2,3486,3,2006-10-19,2016-05-05,0.5385,7,1688,1,,,CARROLL DOHERTY,3,PEW RESEARCH CENTER / ASSOC DIRECTOR PEW RESEARCH CENTER / DIRECT OF POLITICAL RESEARCH PEW RESEARCH CENTER,no,2 re-airings collapsed,NPR-47244|2006-10-19|Day to Day|cl11|S;CNN-111559|2006-10-28|CNN IN THE MONEY|cl1|-;CNN-111582|2006-10-29|CNN IN THE MONEY|cl1|-;CNN-132033|2008-10-31|CNN NEWSROOM|cl2|-;CNN-177687|2011-12-14|THE SITUATION ROOM|cl3|-;NPR-27628|2014-04-02|All Things Considered|cl10|-;NPR-24195|2014-04-30|Morning Edition|cl8|-;CNN-238801|2014-09-13|CNN NEWSROOM|cl4|-;CNN-238813|2014-09-13|NEW DAY SATURDAY|cl4|-;NPR-22372|2015-03-12|Morning Edition|cl7|-;NPR-24649|2015-04-13|All Things Considered|cl9|S;NPR-19470|2016-05-05|Morning Edition|cl6|S;NPR-14148|2017-12-22|All Things Considered|cl5|-
C02242,Stacy Palmer,long-tail,3,12,2,3449,3,2006-06-27,2015-12-06,0.5,8,2625,1,,,"Ms. STACY PALMER (Editor, The Chronicle of Philanthropy)",5,EDITOR THE CHRONICLE OF PHILANTHROPY / THE CHRONICLE OF PHILANTHROPY / EDITOR CHRONICLE OF PHILANTHROPY / CHRONICLE OF PHILANTHROPY,no,2 re-airings collapsed,CNN-43308|2001-11-07|CNN LIVE AT DAYBREAK|cl4|-;NPR-40391|2005-09-23|Morning Edition|cl7|-;NPR-15374|2005-10-11|Day to Day|cl5|-;NPR-42613|2006-03-25|All Things Considered|cl8|-;NPR-48887|2006-06-27|Day to Day|cl10|S;NPR-45846|2010-01-21|Talk of the Nation|cl9|S;CNN-147295|2010-01-23|YOUR BOTTOM LINE|cl1|-;CNN-163414|2011-03-16|CNN NEWSROOM|cl2|-;CNN-163584|2011-03-19|YOUR BOTTOM LINE|cl2|-;CNN-172143|2011-09-10|YOUR MONEY|cl3|-;CNN-172168|2011-09-11|YOUR MONEY|cl3|-;NPR-23449|2015-12-06|All Things Considered|cl6|S
C00451,Chad Bown,long-tail,3,9,1,3440,3,2009-01-31,2018-07-03,0.6667,3,1561,1,,,CHAD BOWN,3,PROFESSOR OF ECONOMICS BRANDEIS UNIVERSITY AND FELLOW BROOKINGS INSTITUTION / SENIOR FELLOW PETERSON INSTITUTE FOR INTERNATIONAL ECONOMICS / SENIOR RESEARCHER PETERSON INSTITUTE,no,1 re-airings collapsed,NPR-37698|2009-01-31|All Things Considered|cl6|S;NPR-20919|2016-09-05|All Things Considered|cl4|-;NPR-13315|2018-01-28|All Things Considered|cl3|S;NPR-48557|2018-03-06|All Things Considered|cl8|-;NPR-45953|2018-07-03|All Things Considered|cl7|S;NPR-2438|2018-10-04|Morning Edition|cl5|-;CNN-372584|2019-06-17|QUEST MEANS BUSINESS|cl1|-;CNN-387225|2019-12-05|QUEST MEANS BUSINESS|cl2|-;CNN-387325|2019-12-06|QUEST MEANS BUSINESS|cl2|-
C00102,Alex Thier,long-tail,3,5,0,3342,3,2010-06-20,2019-08-14,0.8,4,1843,1,,,ALEX THIER,3,AFGHANISTAN ANALYST USAID / DIRECTOR FOR AFGHANISTAN AND PAKISTAN USAID / U S INST FOR PEACE,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-145262|2009-11-19|PRISM|cl1|-;NPR-14208|2010-06-20|Weekend Edition Sunday|cl2|S;NPR-34610|2010-10-12|All Things Considered|cl4|S;NPR-28551|2011-11-04|Morning Edition|cl3|-;NPR-9323|2019-08-14|Morning Edition|cl5|S
C00153,Andra Gillespie,long-tail,3,11,2,2777,3,2011-11-07,2019-06-15,0.4545,6,3874,1,,,ANDRA GILLESPIE,5,EMORY UNIVERSITY / DIRECTOR INSTITUTE FOR THE STUDY OF RACE INDIFFERENCE EMORY UNIVERSITY / ASSOCIATE PROFESSOR OF POLITICAL SCIENCE EMORY UNIVERSITY / ASSOCIATE PROFESSOR OF POLITICAL SCIENCE AT EMORY UNIVERSITY,no,2 re-airings collapsed,CNN-140848|2009-07-25|CNN NEWSROOM|cl1|-;NPR-855|2011-11-07|Talk of the Nation|cl9|S;CNN-178579|2011-12-31|CNN SATURDAY MORNING NEWS|cl2|-;NPR-27714|2012-07-19|Morning Edition|cl8|-;NPR-25620|2014-12-07|All Things Considered|cl6|S;CNN-294174|2016-09-16|CNN NEWSROOM|cl3|-;CNN-313159|2017-05-27|CNN NEWSROOM|cl4|-;CNN-313195|2017-05-27|NEW DAY SATURDAY|cl4|-;CNN-313199|2017-05-27|NEW DAY SATURDAY|cl4|-;NPR-2683|2018-11-01|All Things Considered|cl7|-;NPR-10180|2019-06-15|All Things Considered|cl5|S
C00830,Gideon Long,long-tail,3,4,0,2595,3,2010-06-27,2017-08-04,1.0,2,1245,1,,,GIDEON LONG,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-35221|2010-06-27|All Things Considered|cl4|S;NPR-35135|2010-07-10|All Things Considered|cl3|-;NPR-14065|2017-08-01|Morning Edition|cl2|S;NPR-14048|2017-08-04|Morning Edition|cl1|S
C02312,Suzanne Maloney,long-tail,3,9,2,2246,3,2012-03-06,2018-04-30,0.5556,5,2809,1,,,SUZANNE MALONEY,2,SABAN CENTER FOR MIDDLE EAST POLICY / BROOKINGS INSTITUTION,no,2 re-airings collapsed,NPR-36363|2007-08-23|Morning Edition|cl6|-;CNN-128767|2008-07-17|THE SITUATION ROOM|cl1|-;CNN-128770|2008-07-17|THE SITUATION ROOM|cl1|-;CNN-128812|2008-07-19|CNN NEWSROOM|cl1|-;CNN-139753|2009-06-24|THE SITUATION ROOM|cl2|-;NPR-12784|2012-03-06|Talk of the Nation|cl3|S;NPR-24826|2013-11-07|Morning Edition|cl5|-;NPR-23054|2016-01-19|All Things Considered|cl4|S;NPR-46773|2018-04-30|All Things Considered|cl7|S
C02397,Tim Storey,long-tail,3,5,1,2178,3,2010-11-04,2016-10-21,0.6,3,1574,1,,,TIM STOREY,3,SENIOR FELLOW AND ELECTIONS ANALYST NATIONAL CONFERENCE OF STATE LEGISLATURES / ELECTIONS ANALYST NATIONAL CONFERENCE OF STATE LEGISLATURES / LIFE COACH,no,1 re-airings collapsed,CNN-121196|2007-11-07|CNN LARRY KING LIVE|cl1|-;CNN-121274|2007-11-10|CNN LARRY KING LIVE|cl1|-;NPR-34456|2010-11-04|All Things Considered|cl4|S;NPR-34155|2010-12-21|All Things Considered|cl3|S;NPR-18265|2016-10-21|Morning Edition|cl2|S
C00146,Amy Myers Jaffe,long-tail,3,15,1,2102,3,2011-02-22,2016-11-24,0.7333,9,3278,1,,,"Ms. AMY MYERS JAFFE (Director Energy Research, Rice University's Baker Institute)",4,DIRECTOR ENERGY RESEARCH RICE UNIVERSITY S BAKER INSTITUTE / RICE UNIVERSITY / BAKER INSTITUTE OF LAW / ENERGY FELLOW RICE UNIVERSITY,no,1 re-airings collapsed,CNN-85889|2004-07-01|LOU DOBBS TONIGHT|cl3|-;NPR-15702|2005-09-13|Day to Day|cl4|-;CNN-109084|2006-08-07|GLENN BECK|cl1|-;NPR-2778|2011-02-22|Talk of the Nation|cl9|S;CNN-165924|2011-05-09|THE SITUATION ROOM|cl2|-;CNN-165943|2011-05-10|CNN NEWSROOM|cl2|-;NPR-27858|2012-06-12|Morning Edition|cl10|-;NPR-25685|2014-12-01|All Things Considered|cl8|-;NPR-25499|2014-12-25|All Things Considered|cl7|-;NPR-21048|2015-09-29|Morning Edition|cl6|S;NPR-661|2016-06-12|Weekend Edition Sunday|cl11|-;NPR-20141|2016-11-24|All Things Considered|cl5|S;NPR-871|2019-01-29|All Things Considered|cl14|-;NPR-823|2019-01-31|All Things Considered|cl12|-;NPR-8518|2019-09-16|All Things Considered|cl13|-
C00824,George Perkovich,long-tail,3,10,0,1980,3,2008-06-22,2013-11-23,0.8,6,1914,1,,,GEORGE PERKOVICH,7,DIRECTOR NON PROLIFERATION PROGRAM CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE / NUCLEAR POLICY PROGRAM DIRECTOR CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE / CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE / NUCLEAR PROLIFERATION SPECIALIST CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-92999|2005-03-17|LOU DOBBS TONIGHT|cl1|-;CNN-97247|2005-08-26|YOUR WORLD TODAY|cl2|-;NPR-38552|2006-06-08|Morning Edition|cl9|-;NPR-16529|2008-06-22|Weekend Edition Sunday|cl4|S;NPR-39671|2008-06-26|All Things Considered|cl10|-;NPR-35810|2010-03-24|All Things Considered|cl8|-;NPR-31881|2010-04-07|Morning Edition|cl6|-;NPR-34157|2010-12-22|All Things Considered|cl7|S;NPR-26488|2013-02-20|Morning Edition|cl5|-;NPR-12220|2013-11-23|Weekend Edition Saturday|cl3|S
C00828,Gibran Peshimam,long-tail,3,3,0,1924,3,2011-05-03,2016-08-08,1.0,1,1380,1,,,GIBRAN PESHIMAM,1,ASSOCIATE NEWS EDITOR EXPRESS TRIBUNE,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-33260|2011-05-03|All Things Considered|cl2|S;NPR-6276|2013-11-05|All Things Considered|cl3|S;NPR-21222|2016-08-08|All Things Considered|cl1|S
C00179,Andy Kohut,long-tail,3,11,0,1855,3,2006-04-05,2011-05-04,0.8182,6,2239,1,,,"Mr. ANDY KOHUT (Director, Pew Research Center)",6,DIRECTOR PEW RESEARCH CENTER / PRESIDENT PEW RESEARCH CENTER / PRESIDENT OF PEW RESEARCH CENTER POLLSTER / PEW RESEARCH CENTER,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-1232|2000-01-22|Saturday|cl2|-;NPR-13878|2006-04-05|Day to Day|cl3|S;NPR-41274|2007-04-01|All Things Considered|cl11|-;CNN-121188|2007-11-06|YOUR WORLD TODAY|cl1|-;NPR-38714|2008-10-01|All Things Considered|cl10|-;NPR-33233|2009-03-18|Morning Edition|cl7|-;NPR-14585|2010-02-13|Weekend Edition Saturday|cl5|S;NPR-14129|2010-05-15|Weekend Edition Saturday|cl4|-;NPR-33322|2011-04-25|All Things Considered|cl9|-;NPR-33264|2011-05-04|All Things Considered|cl8|S;NPR-24054|2015-09-08|All Things Considered|cl6|-
C01378,Karen Fleming-Ginn,long-tail,3,3,0,1654,3,2010-08-19,2015-02-28,1.0,2,2783,1,,,Ms. KAREN FLEMING-GINN (Jury Consultant),1,JURY CONSULTANT,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-5213|2010-08-19|Talk of the Nation|cl2|S;NPR-8347|2013-06-11|Talk of the Nation|cl3|S;NPR-25003|2015-02-28|All Things Considered|cl1|S
C00110,Ali Vaez,long-tail,3,28,0,1457,3,2015-09-21,2019-09-17,0.6429,6,3327,1,,,ALI VAEZ,8,IRAN PROJECT DIRECTOR CRISIS GROUP / INTERNATIONAL CRISIS GROUP / SENIOR ANALYST INTERNATIONAL CRISIS GROUP / SENIOR IRAN ANALYST INTERNATIONAL CRISIS GROUP,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-25918|2013-05-24|Morning Edition|cl24|-;NPR-24711|2013-11-25|Morning Edition|cl18|-;NPR-24507|2013-12-30|Morning Edition|cl17|-;NPR-12112|2014-05-17|Weekend Edition Saturday|cl12|-;NPR-12099|2014-06-21|Weekend Edition Saturday|cl11|-;CNN-234673|2014-07-15|CONNECT THE WORLD|cl1|-;NPR-25867|2014-11-07|All Things Considered|cl23|-;NPR-3740|2014-11-23|Weekend Edition Sunday|cl25|-;NPR-25737|2014-11-24|All Things Considered|cl22|-;NPR-25503|2014-12-26|All Things Considered|cl21|-;NPR-25010|2015-02-26|All Things Considered|cl19|-;NPR-24274|2015-07-14|All Things Considered|cl16|-;NPR-21063|2015-09-21|Morning Edition|cl15|S;CNN-266959|2015-10-18|CONNECT THE WORLD|cl2|-;NPR-5593|2016-11-11|All Things Considered|cl27|-;NPR-16898|2017-01-16|Morning Edition|cl14|-;CNN-318218|2017-08-03|CONNECT THE WORLD|cl3|-;NPR-13817|2018-01-09|All Things Considered|cl13|-;NPR-47268|2018-01-09|Morning Edition|cl26|-;NPR-2505|2018-11-04|All Things Considered|cl20|S;CNN-368222|2019-04-28|CONNECT THE WORLD|cl4|-;CNN-369491|2019-05-13|CONNECT THE WORLD|cl5|-;CNN-372126|2019-06-12|CONNECT THE WORLD|cl6|-;CNN-376414|2019-08-01|CNN'S AMANPOUR|cl7|-;NPR-8519|2019-09-17|All Things Considered|cl28|S;CNN-381289|2019-09-24|CONNECT THE WORLD|cl8|-;CNN-392443|2020-02-11|CONNECT THE WORLD|cl9|-;CNN-393523|2020-02-23|CONNECT THE WORLD|cl10|-
C00642,Debbie Walsh,long-tail,3,9,0,1448,3,2006-11-09,2010-10-27,0.6667,7,2232,1,,,"Professor DEBBIE WALSH (Director, Center for American Women in Politics, Rutgers' Eagleton Institute of Politics)",6,DIRECTOR CENTER FOR AMERICAN WOMEN IN POLITICS RUTGERS EAGLETON INSTITUTE OF POLITICS / DIRECTOR CENTER FOR AMERICAN WOMEN AND POLITICS / RUTGERS UNIVERSITY / CENTER FOR AMERICAN WOMEN AND POLITICS RUTGERS UNIVERSITY,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-19297|2000-11-04|WorldView|cl3|-;NPR-17419|2005-05-12|Day to Day|cl5|-;NPR-41673|2006-11-09|All Things Considered|cl9|S;CNN-113949|2007-01-22|PAULA ZAHN NOW|cl1|-;NPR-2161|2007-03-01|News & Notes|cl6|S;CNN-126498|2008-05-13|AMERICAN MORNING|cl2|-;NPR-31721|2010-04-30|Morning Edition|cl8|-;NPR-30703|2010-10-27|Morning Edition|cl7|S;NPR-1385|2019-01-02|All Things Considered|cl4|-
C00792,Frederic Hof,long-tail,3,6,0,1436,3,2013-01-08,2016-12-14,0.6667,4,2071,1,,,FREDERIC HOF,2,FORMER U S SPECIAL ADVISER TO THE TRANSITION IN SYRIA / FORMER ADVISER ON SYRIA TO HILLARY CLINTON,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-6779|2013-01-08|Talk of the Nation|cl6|S;NPR-12324|2013-06-08|Weekend Edition Saturday|cl3|S;CNN-214288|2013-09-10|CNN'S AMANPOUR|cl1|-;NPR-24031|2015-09-17|All Things Considered|cl5|-;CNN-267783|2015-10-28|CNN'S AMANPOUR|cl2|-;NPR-19884|2016-12-14|All Things Considered|cl4|S
C02200,Sheila Smith,long-tail,3,11,0,1371,3,2013-11-27,2017-08-29,0.7273,5,2064,1,,,SHEILA SMITH,3,SR FELLOW JAPAN STUDIES COUNCIL ON FOREIGN RELATIONS / SENIOR FELLOW JAPAN STUDIES COUNCIL ON FOREIGN RELATIONS / SENIOR FELLOW FOR JAPAN STUDIES COUNCIL ON FOREIGN RELATIONS,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-26825|2012-12-18|Morning Edition|cl9|-;NPR-28222|2013-11-27|All Things Considered|cl10|S;NPR-23239|2014-10-21|Morning Edition|cl7|-;CNN-248394|2015-02-02|CNN NEWSROOM|cl1|-;NPR-23248|2015-12-28|All Things Considered|cl8|-;NPR-22319|2016-04-11|All Things Considered|cl6|S;CNN-301720|2016-12-27|WOLF|cl2|-;NPR-16433|2017-02-10|Morning Edition|cl5|-;NPR-15998|2017-08-29|All Things Considered|cl4|S;CNN-368414|2019-04-30|NEWS STREAM|cl3|-;NPR-9941|2019-07-12|Morning Edition|cl11|-
C00087,Alan Schroeder,long-tail,3,13,1,1362,3,2008-06-07,2012-02-29,0.3846,6,2174,1,,,ALAN SCHROEDER,9,JOURNALISM NORTHEASTERN UNIVERSITY / NORTHEASTERN UNIVERSITY / DEBATE HISTORIAN / AUTHOR PRESIDENTIAL DEBATES,no,1 re-airings collapsed,CNN-17258|2000-10-06|TalkBack Live|cl1|-;CNN-88850|2004-10-13|ANDERSON COOPER 360 DEGREES|cl8|-;NPR-39844|2008-06-07|All Things Considered|cl11|-;NPR-5948|2008-06-07|All Things Considered|cl11|S;CNN-174828|2011-10-27|THE SITUATION ROOM|cl2|-;NPR-783|2011-11-16|Talk of the Nation|cl12|S;NPR-12798|2012-02-29|Talk of the Nation|cl9|S;CNN-193607|2012-10-02|ANDERSON COOPER 360 DEGREES|cl3|-;CNN-193726|2012-10-04|ANDERSON COOPER 360 DEGREES|cl4|-;NPR-30709|2012-10-11|All Things Considered|cl10|-;CNN-261516|2015-08-07|CNN NEWSROOM|cl5|-;CNN-266504|2015-10-12|CNN NEWSROOM|cl6|-;CNN-294925|2016-09-26|CNN NEWSROOM|cl7|-
C02167,Seth Stoughton,long-tail,3,9,0,1141,3,2016-07-09,2019-08-24,0.4444,4,1468,1,,,SETH STOUGHTON,3,UNIVERSITY OF SOUTH CAROLINA / LAW PROFESSOR UNIVERSITY OF SOUTH CAROLINA / FORMER POLICE OFFICER,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-252882|2015-04-08|ANDERSON COOPER 360 DEGREES|cl1|-;CNN-253049|2015-04-10|CNN NEWSROOM|cl2|-;NPR-19545|2016-04-28|Morning Edition|cl6|-;NPR-21503|2016-07-09|All Things Considered|cl8|S;CNN-288535|2016-07-10|CNN NEWSROOM|cl3|-;CNN-288546|2016-07-10|CNN NEWSROOM|cl4|-;NPR-19955|2016-12-10|All Things Considered|cl7|S;NPR-9087|2019-08-24|All Things Considered|cl9|S;CNN-401565|2020-05-31|CNN NEWSROOM|cl5|-
C01009,Jamie Kitman,long-tail,3,3,0,1073,3,2006-04-25,2009-04-02,1.0,2,1352,1,,,Mr. JAMIE KITMAN (New York Bureau Chief for Automobile Magazine),3,NEW YORK BUREAU CHIEF FOR AUTOMOBILE MAGAZINE / NEW YORK BUREAU CHIEF AUTOMOBILE MAGAZINE / AUTOMOBILE MAGAZINE,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-42469|2006-04-25|All Things Considered|cl3|S;NPR-13305|2006-05-16|Day to Day|cl1|S;NPR-37238|2009-04-02|All Things Considered|cl2|S
C02207,Sherif Mansour,long-tail,3,6,0,1067,3,2011-01-31,2014-01-02,0.6667,2,1528,1,,,SHERIF MANSOUR,2,SENIOR PROGRAM OFFICER MIDDLE EAST NORTH AFRICA PROGRAMS FREEDOM HOUSE / COMMITTEE TO PROTECT JOURNALISTS,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-33889|2011-01-31|All Things Considered|cl6|S;NPR-31503|2012-06-07|All Things Considered|cl4|S;CNN-212812|2013-08-18|CNN RELIABLE SOURCES|cl1|-;NPR-28082|2014-01-02|All Things Considered|cl3|S;CNN-222787|2014-01-12|CNN RELIABLE SOURCES|cl2|-;NPR-3315|2018-10-15|All Things Considered|cl5|-
C02429,Tom Scheck,long-tail,3,3,0,1028,3,2008-10-21,2011-08-15,1.0,2,2068,1,,,TOM SCHECK,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-5405|2008-10-21|All Things Considered|cl3|S;NPR-32794|2011-07-13|All Things Considered|cl2|S;NPR-1525|2011-08-15|Talk of the Nation|cl1|S
C02196,Shefali Luthra,long-tail,3,3,0,910,3,2017-02-04,2019-08-03,1.0,2,1317,1,,,SHEFALI LUTHRA,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-6345|2017-02-04|Weekend Edition Saturday|cl1|S;NPR-6944|2019-06-29|All Things Considered|cl2|S;NPR-9598|2019-08-03|All Things Considered|cl3|S
C01282,Jonathan Cheng,long-tail,3,3,0,630,3,2016-10-11,2018-07-03,1.0,1,1420,1,,,JONATHAN CHENG,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-18358|2016-10-11|Morning Edition|cl1|S;NPR-47099|2018-01-16|Morning Edition|cl2|S;NPR-4753|2018-07-03|Morning Edition|cl3|S
C01768,Mike Voisin,long-tail,3,4,0,609,3,2005-09-25,2007-05-27,0.75,2,1676,1,,,"Mr. MIKE VOISIN (CEO, Motivatit Seafoods, Houma, Louisiana)",4,CEO MOTIVATIT SEAFOODS HOUMA LOUISIANA / MOTIVATIT SEAFOODS / CEO MOTIVATIT SEAFOODS / OWNER MOTIVATIT SEAFOOD,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-19231|2005-09-25|Weekend Edition Sunday|cl4|S;NPR-19121|2005-12-18|Weekend Edition Sunday|cl3|S;NPR-17912|2007-05-27|Weekend Edition Sunday|cl2|S;CNN-150490|2010-04-30|CNN NEWSROOM|cl1|-
C00197,Ann Dornfeld,long-tail,3,3,0,585,3,2006-11-02,2008-06-09,1.0,2,1065,1,,,ANN DORNFELD,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-46972|2006-11-02|Day to Day|cl3|S;NPR-36483|2007-05-15|Morning Edition|cl2|S;NPR-34931|2008-06-09|Morning Edition|cl1|S
C00453,Chana Joffe,long-tail,3,4,0,573,3,2008-11-14,2010-06-10,1.0,2,1339,1,,,CHANA JOFFE,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-38283|2008-11-14|All Things Considered|cl4|S;NPR-32568|2009-07-03|Morning Edition|cl1|S;NPR-35319|2010-06-10|All Things Considered|cl3|S;NPR-34284|2010-11-29|All Things Considered|cl2|-
C01673,Matt Tait,long-tail,3,6,0,556,3,2017-01-04,2018-07-14,0.6667,3,1891,1,,,MATT TAIT,2,CYBERSECURITY EXPERT / CAPITAL ALPHA SECURITY CEO & FOUNDER,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-302237|2017-01-03|CNN NEWSROOM|cl1|-;NPR-17058|2017-01-04|Morning Edition|cl4|S;CNN-302523|2017-01-06|CNN NEWSROOM|cl2|-;NPR-14688|2017-06-28|Morning Edition|cl3|S;NPR-45663|2018-07-14|All Things Considered|cl6|S;NPR-1827|2018-11-30|All Things Considered|cl5|-
C01375,Kareem Fahim,long-tail,3,4,0,549,3,2013-12-29,2015-07-01,1.0,3,1319,1,,,KAREEM FAHIM,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-44686|2013-12-29|Weekend Edition Sunday|cl4|S;NPR-25371|2015-01-10|All Things Considered|cl3|S;NPR-24331|2015-07-01|All Things Considered|cl2|S;NPR-2253|2018-10-11|Morning Edition|cl1|-
C01800,Muhannad Hadi,long-tail,3,6,0,538,3,2013-04-04,2014-09-24,0.6667,4,1906,1,,,MUHANNAD HADI,2,REGIONAL EMERGENCY COORDINATOR FOR THE SYRIAN CRISIS WORLD FOOD PROGRAM / REGIONAL EMERGENCY COORDINATOR FOR SYRIA WFP,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-26275|2013-04-04|Morning Edition|cl6|S;NPR-25479|2013-07-23|Morning Edition|cl5|S;NPR-23471|2014-09-24|Morning Edition|cl4|S;CNN-244320|2014-12-01|CONNECT THE WORLD|cl1|-;CNN-244358|2014-12-01|QUEST MEANS BUSINESS|cl2|-;NPR-20391|2016-10-31|All Things Considered|cl3|-
C00846,Grayson Schaffer,long-tail,3,5,0,498,3,2014-04-18,2015-08-29,0.8,4,1888,1,,,GRAYSON SCHAFFER,1,SENIOR EDITOR OUTSIDE MAGAZINE,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-228689|2014-04-18|ANDERSON COOPER 360 DEGREES|cl1|-;NPR-27523|2014-04-18|All Things Considered|cl4|S;NPR-11975|2015-01-10|Weekend Edition Saturday|cl3|S;NPR-11851|2015-08-29|Weekend Edition Saturday|cl2|S;NPR-9205|2019-08-15|Morning Edition|cl5|-
C00651,Deirdre Kennedy,long-tail,3,3,0,495,3,2006-12-06,2008-04-14,1.0,2,1054,1,,,DEIRDRE KENNEDY,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-41583|2006-12-06|All Things Considered|cl3|S;NPR-35324|2008-04-03|Morning Edition|cl2|S;NPR-35264|2008-04-14|Morning Edition|cl1|S
C01372,Kara Brown,long-tail,3,3,0,483,3,2016-01-30,2017-05-27,1.0,1,1334,1,,,KARA BROWN,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-22959|2016-01-30|All Things Considered|cl3|S;NPR-22643|2016-03-05|All Things Considered|cl2|S;NPR-18171|2017-05-27|All Things Considered|cl1|S
C00449,Celia Beasley,long-tail,3,3,0,467,3,2005-10-05,2007-01-15,1.0,1,1602,1,,,CELIA BEASLEY,1,WRITER,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-15392|2005-10-05|Day to Day|cl1|S;NPR-48884|2006-06-27|Day to Day|cl3|S;NPR-46275|2007-01-15|Day to Day|cl2|S
C02053,Ronald Mincy,long-tail,3,3,0,368,3,2005-06-16,2006-06-19,1.0,1,2701,1,,,Professor RONALD MINCY (Columbia University),3,COLUMBIA UNIVERSITY / PROFESSOR OF SOCIAL WORK COLUMBIA UNIVERSITY / PROFESSOR OF SOCIAL POLICY AND SOCIAL WORK COLUMBIA UNIVERSITY,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-47624|2005-06-16|News & Notes|cl2|S;NPR-45175|2006-03-22|News & Notes|cl1|S;NPR-4938|2006-06-19|News & Notes|cl3|S
C01771,Mimi Wesson,long-tail,3,3,0,364,3,2006-07-02,2007-07-01,1.0,1,2565,1,,,MIMI WESSON,1,LAW UNIVERSITY OF COLORADO,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-18824|2006-07-02|Weekend Edition Sunday|cl3|S;NPR-18642|2006-10-01|Weekend Edition Sunday|cl2|S;NPR-17904|2007-07-01|Weekend Edition Sunday|cl1|S
C01817,Nate Rawlings,long-tail,3,7,0,258,3,2008-06-18,2009-03-03,0.5714,2,2973,1,,,"Captain NATE RAWLINGS (First Brigade Combat Team of the 4th Infantry Division, U.S. Army)",5,FIRST BRIGADE COMBAT TEAM OF THE 4TH INFANTRY DIVISION U S ARMY / U S SOLDIER IN IRAQ / FIRST BRIGADE FOURTH INFANTRY DIVISION / 1ST BRIGADE COMBAT TEAM 4TH INFANTRY DIVISION U S ARMY,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-13221|2008-06-18|Day to Day|cl5|S;NPR-10212|2008-10-24|Day to Day|cl4|-;NPR-9501|2009-01-01|Day to Day|cl7|S;NPR-8395|2009-03-03|Day to Day|cl6|S;CNN-226965|2014-03-20|NANCY GRACE|cl1|-;CNN-227149|2014-03-24|NANCY GRACE|cl2|-;CNN-227217|2014-03-25|NANCY GRACE|cl3|-
C01485,Laurie Roberts,long-tail,3,4,0,228,3,2018-01-11,2018-08-27,0.75,3,1414,1,,,LAURIE ROBERTS,1,TOYOTA CUSTOMER,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-147679|2010-02-03|CNN NEWSROOM|cl1|-;NPR-13774|2018-01-11|All Things Considered|cl3|S;NPR-10992|2018-03-17|Weekend Edition Saturday|cl2|S;NPR-4616|2018-08-27|All Things Considered|cl4|S
